date,close,open,high,low,volume
2010-02-19,7750.0,6740.0,7750.0,6740.0,6224
2010-02-22,8910.0,8910.0,8910.0,8910.0,2094
2010-02-23,10200.0,10200.0,10200.0,10200.0,110
2010-02-24,11700.0,11700.0,11700.0,11700.0,19470
2010-02-25,13450.0,13450.0,13450.0,13450.0,450
2010-02-26,15450.0,15450.0,15450.0,15450.0,301
2010-03-02,17750.0,17750.0,17750.0,17750.0,286
2010-03-03,20400.0,20400.0,20400.0,20050.0,42733
2010-03-04,23450.0,23450.0,23450.0,23450.0,2333
2010-03-05,26950.0,26950.0,26950.0,26950.0,1870
2010-03-08,30950.0,30950.0,30950.0,30950.0,1451
2010-03-09,35550.0,35550.0,35550.0,35550.0,1371
2010-03-10,40850.0,40850.0,40850.0,36500.0,73805
2010-03-11,46950.0,45800.0,46950.0,43000.0,12361
2010-03-12,53900.0,53900.0,53900.0,53900.0,7258
2010-03-15,61900.0,61900.0,61900.0,61900.0,2724
2010-03-16,71100.0,71100.0,71100.0,67000.0,21881
2010-03-17,71100.0,0.0,0.0,0.0,0
2010-03-18,60500.0,73500.0,77000.0,60500.0,18853
2010-03-19,51500.0,51500.0,51500.0,51500.0,1242
2010-03-22,59200.0,52000.0,59200.0,52000.0,32633
2010-03-23,68000.0,68000.0,68000.0,65100.0,15232
2010-03-24,78200.0,73000.0,78200.0,61200.0,112100
2010-03-25,89900.0,84000.0,89900.0,83500.0,16465
2010-03-26,103000.0,98000.0,103000.0,98000.0,57886
2010-03-29,103000.0,0.0,0.0,0.0,0
2010-03-30,118000.0,118000.0,118000.0,118000.0,1446
2010-03-31,135500.0,135500.0,135500.0,135500.0,845
2010-04-01,155500.0,155500.0,155500.0,155500.0,1720
2010-04-02,178500.0,178500.0,178500.0,132500.0,127775
2010-04-05,178500.0,0.0,0.0,0.0,0
2010-04-06,152000.0,167500.0,203000.0,152000.0,207836
2010-04-07,129500.0,129500.0,129500.0,129500.0,3266
2010-04-08,120000.0,110500.0,146000.0,110500.0,485536
2010-04-09,107500.0,126000.0,127000.0,104500.0,261116
2010-04-12,95000.0,110000.0,112000.0,95000.0,219813
2010-04-13,100000.0,98000.0,109000.0,96500.0,412949
2010-04-14,85000.0,99000.0,99000.0,85000.0,178376
2010-04-15,72300.0,73300.0,76000.0,72300.0,58897
2010-04-16,71800.0,66700.0,77300.0,66200.0,385074
2010-04-19,82300.0,72200.0,82500.0,72200.0,302168
2010-04-20,71800.0,85400.0,85400.0,70500.0,203013
2010-04-21,72500.0,72700.0,76900.0,71900.0,87012
2010-04-22,72200.0,74000.0,74800.0,71100.0,51520
2010-04-23,62300.0,72500.0,73500.0,61600.0,106815
2010-04-26,59100.0,62300.0,64000.0,57100.0,121362
2010-04-27,62600.0,60000.0,66500.0,58300.0,178235
2010-04-28,59300.0,60500.0,62300.0,59000.0,54062
2010-04-29,60600.0,61000.0,62700.0,59300.0,43639
2010-04-30,59300.0,61800.0,64500.0,58300.0,68076
2010-05-03,55300.0,59300.0,60000.0,53100.0,50929
2010-05-04,63500.0,56500.0,63500.0,56500.0,198583
2010-05-06,73000.0,63500.0,73000.0,60200.0,206966
2010-05-07,83900.0,78000.0,83900.0,75600.0,119241
2010-05-10,77800.0,96000.0,96400.0,75700.0,546972
2010-05-11,77500.0,79100.0,83800.0,74100.0,236255
2010-05-12,70000.0,78400.0,80900.0,70000.0,128688
2010-05-13,69500.0,69400.0,73000.0,66600.0,138790
2010-05-14,73000.0,72000.0,79200.0,70900.0,232345
2010-05-17,72400.0,73000.0,78700.0,70800.0,96548
2010-05-18,67200.0,74400.0,74500.0,66700.0,70999
2010-05-19,62300.0,67000.0,68000.0,62000.0,58720
2010-05-20,61000.0,60100.0,68500.0,59600.0,87793
2010-05-24,61500.0,60000.0,63100.0,60000.0,34552
2010-05-25,58000.0,60100.0,62100.0,53800.0,55485
2010-05-26,60100.0,58000.0,62700.0,57800.0,43879
2010-05-27,64500.0,60000.0,67900.0,59100.0,142646
2010-05-28,61700.0,66800.0,66900.0,61600.0,60791
2010-05-31,62100.0,62200.0,64500.0,61500.0,34444
2010-06-01,61700.0,62200.0,64200.0,61100.0,38864
2010-06-03,61800.0,62100.0,63300.0,61600.0,28322
2010-06-04,60800.0,62100.0,62500.0,60700.0,25629
2010-06-07,58800.0,59000.0,59700.0,58000.0,20303
2010-06-08,59200.0,58600.0,61700.0,58300.0,19372
2010-06-09,58200.0,59900.0,60700.0,58000.0,25448
2010-06-10,59200.0,58200.0,59600.0,57600.0,29827
2010-06-11,61600.0,60300.0,67000.0,59400.0,134977
2010-06-14,60500.0,61700.0,62800.0,60200.0,27703
2010-06-15,61000.0,60900.0,61400.0,59900.0,18523
2010-06-16,60400.0,61900.0,63300.0,60100.0,24936
2010-06-17,59900.0,60500.0,60600.0,59500.0,17552
2010-06-18,59700.0,59900.0,60400.0,59300.0,12072
2010-06-21,59600.0,60100.0,60500.0,59500.0,13081
2010-06-22,58900.0,59300.0,60000.0,58200.0,18199
2010-06-23,57900.0,58600.0,58800.0,57600.0,15701
2010-06-24,58500.0,57800.0,60000.0,57600.0,18071
2010-06-25,58000.0,58100.0,58800.0,57600.0,7841
2010-06-28,56900.0,56700.0,57500.0,56700.0,19393
2010-06-29,55700.0,57400.0,58400.0,55300.0,12566
2010-06-30,54000.0,54300.0,55000.0,52500.0,15012
2010-07-01,54300.0,54600.0,57300.0,53800.0,18962
2010-07-02,52000.0,54300.0,55300.0,46200.0,28295
2010-07-05,49450.0,52000.0,52900.0,49400.0,19324
2010-07-06,49250.0,49550.0,50300.0,48600.0,9299
2010-07-07,46550.0,49100.0,49150.0,46400.0,26468
2010-07-08,47200.0,46700.0,49200.0,46550.0,25643
2010-07-09,54200.0,48400.0,54200.0,47450.0,62238
2010-07-12,62300.0,61000.0,62300.0,60000.0,79314
2010-07-13,71600.0,70000.0,71600.0,65000.0,272454
2010-07-14,74000.0,71600.0,82000.0,67100.0,337811
2010-07-15,74200.0,76800.0,79900.0,71000.0,222390
2010-07-16,63100.0,74300.0,77300.0,63100.0,192796
2010-07-19,67700.0,62000.0,71600.0,58800.0,255506
2010-07-20,65400.0,67700.0,72400.0,64400.0,121117
2010-07-21,65800.0,66900.0,69000.0,64900.0,61602
2010-07-22,63200.0,66300.0,67500.0,63100.0,45333
2010-07-23,63100.0,65000.0,66500.0,62100.0,37437
2010-07-26,63500.0,64000.0,65200.0,62700.0,26978
2010-07-27,61700.0,63500.0,64400.0,61300.0,39373
2010-07-28,60500.0,61800.0,62100.0,59900.0,36946
2010-07-29,69500.0,60900.0,69500.0,59200.0,173815
2010-07-30,76200.0,77000.0,79800.0,72500.0,277477
2010-08-02,66800.0,77000.0,78600.0,65200.0,181001
2010-08-03,69900.0,67500.0,74000.0,67500.0,143667
2010-08-04,67500.0,70400.0,71800.0,66200.0,69970
2010-08-05,68800.0,68100.0,72000.0,67200.0,75174
2010-08-06,67700.0,70100.0,71000.0,67100.0,40111
2010-08-09,67100.0,68600.0,68800.0,65600.0,26879
2010-08-10,68100.0,67300.0,73800.0,66100.0,139979
2010-08-11,67300.0,70000.0,71700.0,67000.0,64372
2010-08-12,67400.0,67200.0,69000.0,65800.0,30202
2010-08-13,67500.0,68000.0,69800.0,67100.0,34185
2010-08-16,66600.0,68700.0,68700.0,66100.0,18093
2010-08-17,66800.0,67200.0,69600.0,66700.0,29303
2010-08-18,67000.0,67500.0,68400.0,66300.0,46147
2010-08-19,66900.0,67500.0,68200.0,66700.0,26657
2010-08-20,66100.0,67000.0,67000.0,65700.0,20542
2010-08-23,64100.0,66300.0,66500.0,64000.0,26450
2010-08-24,65400.0,64100.0,69500.0,63500.0,59498
2010-08-25,64000.0,65400.0,66800.0,64000.0,18268
2010-08-26,63200.0,65100.0,65500.0,63000.0,12488
2010-08-27,63000.0,62000.0,65000.0,62000.0,15104
2010-08-30,63600.0,63600.0,66300.0,63500.0,21405
2010-08-31,63600.0,63600.0,65400.0,62600.0,14859
2010-09-01,63600.0,63700.0,64400.0,63000.0,13689
2010-09-02,63600.0,63900.0,65500.0,63300.0,19673
2010-09-03,63500.0,63800.0,64500.0,63200.0,13981
2010-09-06,64000.0,63600.0,64300.0,63000.0,9766
2010-09-07,63300.0,64500.0,64700.0,63000.0,12407
2010-09-08,62100.0,63100.0,63200.0,62000.0,13538
2010-09-09,62000.0,62300.0,63600.0,61700.0,12564
2010-09-10,61700.0,62000.0,62900.0,61600.0,10770
2010-09-13,62200.0,62200.0,63500.0,61000.0,23589
2010-09-14,61600.0,62600.0,63200.0,61600.0,13121
2010-09-15,60200.0,61700.0,61700.0,60100.0,14328
2010-09-16,69200.0,60200.0,69200.0,59600.0,114507
2010-09-17,63700.0,73000.0,75900.0,63600.0,201219
2010-09-20,64200.0,64600.0,66500.0,63300.0,37519
2010-09-24,63000.0,64200.0,64700.0,62500.0,21147
2010-09-27,62800.0,62900.0,64000.0,62600.0,18100
2010-09-28,64300.0,63500.0,71300.0,62600.0,115270
2010-09-29,66000.0,66000.0,67700.0,64600.0,51287
2010-09-30,65700.0,66600.0,68400.0,65100.0,21200
2010-10-01,65000.0,65700.0,68000.0,65000.0,23175
2010-10-04,65100.0,65700.0,66200.0,64800.0,17178
2010-10-05,65000.0,65600.0,67000.0,64700.0,16323
2010-10-06,65000.0,65100.0,65800.0,64600.0,15180
2010-10-07,64500.0,65500.0,65500.0,64500.0,13037
2010-10-08,64300.0,64500.0,65000.0,64000.0,10378
2010-10-11,64800.0,64300.0,67500.0,64300.0,36675
2010-10-12,64100.0,65300.0,65700.0,64000.0,12427
2010-10-13,64000.0,64100.0,64600.0,63000.0,14074
2010-10-14,63500.0,64200.0,64200.0,63000.0,18813
2010-10-15,63500.0,63900.0,64200.0,63000.0,10610
2010-10-18,63500.0,63500.0,63900.0,63300.0,8215
2010-10-19,62800.0,63600.0,63600.0,62700.0,9064
2010-10-20,63700.0,62000.0,66200.0,62000.0,27414
2010-10-21,62900.0,63800.0,64000.0,62800.0,13168
2010-10-22,62700.0,62900.0,63500.0,62600.0,8601
2010-10-25,63000.0,63000.0,63500.0,62700.0,12257
2010-10-26,62700.0,63500.0,63500.0,62700.0,9182
2010-10-27,62300.0,63300.0,63400.0,62100.0,9594
2010-10-28,62500.0,62900.0,63600.0,62100.0,11045
2010-10-29,62200.0,63000.0,63000.0,61500.0,9124
2010-11-01,61200.0,62700.0,62700.0,61000.0,10334
2010-11-02,60800.0,61200.0,61500.0,60500.0,10961
2010-11-03,60900.0,61400.0,63100.0,60500.0,22752
2010-11-04,60900.0,60700.0,61300.0,60500.0,10825
2010-11-05,61500.0,61500.0,66500.0,61000.0,86774
2010-11-08,60900.0,62000.0,62500.0,60600.0,17119
2010-11-09,60500.0,61000.0,61300.0,60100.0,13248
2010-11-10,60400.0,60100.0,60900.0,60100.0,7222
2010-11-11,60600.0,60500.0,61800.0,60200.0,15736
2010-11-12,59000.0,60200.0,61000.0,58300.0,15002
2010-11-15,55000.0,58600.0,59000.0,55000.0,20003
2010-11-16,53200.0,55100.0,56000.0,53000.0,13928
2010-11-17,53900.0,52000.0,55000.0,52000.0,12999
2010-11-18,55800.0,53900.0,57500.0,53900.0,15144
2010-11-19,55400.0,55900.0,57200.0,55400.0,7137
2010-11-22,55000.0,55400.0,56000.0,54100.0,8330
2010-11-23,53800.0,54600.0,55800.0,53300.0,7423
2010-11-24,52600.0,49000.0,52700.0,48000.0,10132
2010-11-25,52200.0,53000.0,54000.0,51500.0,8199
2010-11-26,50100.0,52500.0,52500.0,49700.0,11058
2010-11-29,49900.0,52300.0,52300.0,48600.0,4894
2010-11-30,50400.0,50000.0,50900.0,49600.0,4880
2010-12-01,50400.0,50600.0,50600.0,49900.0,4244
2010-12-02,52000.0,50800.0,53000.0,50800.0,14380
2010-12-03,51500.0,52000.0,52800.0,51100.0,5277
2010-12-06,50500.0,51100.0,52000.0,50100.0,6178
2010-12-07,50400.0,50000.0,51200.0,50000.0,4979
2010-12-08,50000.0,50500.0,51300.0,49900.0,5568
2010-12-09,50200.0,50200.0,51000.0,49950.0,5148
2010-12-10,50000.0,50000.0,51200.0,50000.0,6072
2010-12-13,50500.0,50200.0,50900.0,50200.0,6096
2010-12-14,58000.0,50800.0,58000.0,50700.0,89387
2010-12-15,54700.0,62000.0,62100.0,53600.0,108098
2010-12-16,55300.0,55800.0,56500.0,53700.0,28396
2010-12-17,53300.0,55000.0,55000.0,53000.0,14348
2010-12-20,50800.0,52500.0,52500.0,50500.0,13862
2010-12-21,52400.0,51100.0,53300.0,51100.0,11725
2010-12-22,51700.0,52200.0,53300.0,51000.0,6142
2010-12-23,51300.0,51900.0,52000.0,51100.0,4480
2010-12-24,52900.0,52100.0,57000.0,51500.0,33961
2010-12-27,51500.0,52100.0,52800.0,51200.0,9526
2010-12-28,51600.0,51300.0,53700.0,51300.0,10378
2010-12-29,51500.0,51800.0,52700.0,51300.0,6195
2010-12-30,52000.0,52500.0,52500.0,51500.0,3797
2011-01-03,52000.0,52500.0,53300.0,52000.0,8924
2011-01-04,52000.0,52600.0,52600.0,51700.0,8205
2011-01-05,51800.0,52200.0,52500.0,51300.0,13752
2011-01-06,51100.0,51600.0,52000.0,51000.0,10045
2011-01-07,51500.0,51100.0,54500.0,51000.0,25342
2011-01-10,51500.0,51500.0,52500.0,51200.0,8223
2011-01-11,51500.0,51700.0,52300.0,50500.0,7571
2011-01-12,50900.0,51900.0,51900.0,50900.0,8845
2011-01-13,51300.0,51400.0,51800.0,50600.0,8052
2011-01-14,51000.0,50800.0,51500.0,50700.0,6668
2011-01-17,50900.0,51400.0,51700.0,50600.0,7035
2011-01-18,50800.0,50200.0,51200.0,50200.0,3303
2011-01-19,50800.0,50700.0,52000.0,50700.0,5569
2011-01-20,50900.0,50900.0,51400.0,50600.0,3317
2011-01-21,50300.0,51400.0,51800.0,50000.0,7477
2011-01-24,50500.0,50500.0,51200.0,50000.0,5059
2011-01-25,50000.0,51200.0,51200.0,49800.0,8207
2011-01-26,50000.0,50900.0,50900.0,49800.0,4574
2011-01-27,49500.0,49200.0,50000.0,49150.0,7940
2011-01-28,48350.0,49100.0,49200.0,48200.0,7208
2011-01-31,47500.0,49000.0,49000.0,46500.0,4748
2011-02-01,46700.0,46050.0,48300.0,46050.0,3949
2011-02-07,47350.0,46800.0,48250.0,46800.0,2620
2011-02-08,47750.0,46850.0,48100.0,46850.0,3260
