티커,종가,시가총액,거래량,거래대금,상장주식수,date
014710,5430,93496688490,81483,444869160,17218543,20230331
014790,2460,93132158460,30092,73751095,37858601,20230331
004910,7220,92416000000,49833,361860440,12800000,20230331
005870,6530,92177577950,61949,400907120,14116015,20230331
008110,8740,91686506780,21366,187511450,10490447,20230331
075180,4745,91104000000,2183,10299630,19200000,20230331
002140,3640,90779507000,316878,1157593720,24939425,20230331
024890,2200,90748134400,221852,490334370,41249152,20230331
357430,3395,90239100000,44483,149703655,26580000,20230331
002720,4460,90070364540,77734,343505800,20195149,20230331
058730,4635,89904821535,75372,348411740,19396941,20230331
069460,1652,89672907492,2705169,4543835465,54281421,20230331
002360,803,89240385190,393088,315767241,111133730,20230331
001260,9060,89083102320,11317,102902250,9832572,20230331
004840,4450,88688500000,6725,29761670,19930000,20230331
008250,8090,88606817150,91803,738083540,10952635,20230331
078000,9080,88100570480,3316,29712740,9702706,20230331
015260,2170,88061102010,1336098,2841602940,40581153,20230331
007590,6450,87833371650,12180,78059090,13617577,20230331
03473K,155000,87750925000,906,140605200,566135,20230331
010600,1316,87424648864,279136,365172096,66432104,20230331
004960,7530,87127386060,36036,272065130,11570702,20230331
33637K,10270,86835099130,17218,177712490,8455219,20230331
010960,3470,86750000000,15863,55118445,25000000,20230331
017180,2530,85902238620,38076,97268035,33953454,20230331
027740,1351,85803669028,297162,399454227,63511228,20230331
069640,2850,85803530700,1793,5077225,30106502,20230331
163560,6170,85763000000,15046,92065330,13900000,20230331
000890,615,85558879335,140469,86390662,139120129,20230331
025750,1061,85479623089,180631,192051541,80565149,20230331
071090,4230,85409922330,304668,1298986985,20191471,20230331
002795,13180,84928888600,10667,140252590,6443770,20230331
015590,366,84623459508,277470,101507882,231211638,20230331
044820,8760,84130347960,4621,40319320,9603921,20230331
001550,16160,83906582240,14710,237853590,5192239,20230331
155660,5230,83680000000,66189,348305240,16000000,20230331
006880,7000,82802006000,39760,275925020,11828858,20230331
000850,37500,82500000000,8523,318807200,2200000,20230331
010100,2705,82368386100,117318,318943585,30450420,20230331
009460,1379,82281463194,53705,73852283,59667486,20230331
003010,6440,81870090680,239352,1541771080,12712747,20230331
004270,2260,81839481600,100251,227383830,36212160,20230331
002220,3060,81694227600,16018,48990920,26697460,20230331
102280,311,81666152119,1773053,553551058,262592129,20230331
033180,426,81243592308,2073416,876111458,190712658,20230331
004770,2315,80666200465,392915,914042590,34845011,20230331
003780,6090,79170000000,28596,174523610,13000000,20230331
134790,39200,78400000000,4590,180598050,2000000,20230331
004830,5000,78400000000,99031,495031645,15680000,20230331
011390,74200,78355200000,4149,306809900,1056000,20230331
002880,672,77906903424,209453,142144338,115932892,20230331
009180,2835,77898499875,410300,1178721405,27477425,20230331
000650,54500,77892490000,73,3967700,1429220,20230331
001290,718,77786052160,44984,32295928,108337120,20230331
069730,5400,77760000000,51422,277730530,14400000,20230331
338100,4165,77718900000,6902,28686575,18660000,20230331
000157,87000,77694306000,348,30064200,893038,20230331
006340,1079,77649732186,168881,182674186,71964534,20230331
378850,4085,77588949955,47715,196316835,18993623,20230331
111110,7950,77512372800,69146,549855060,9749984,20230331
004410,206,77199645154,1297536,267073900,374755559,20230331
012160,762,77198503464,30469,23135938,101310372,20230331
007980,1586,77136808606,239331,382046718,48636071,20230331
004450,35250,75941859750,1352,47357600,2154379,20230331
085310,947,75744234344,229305,214727952,79983352,20230331
129260,2540,75559599960,65291,165594130,29747874,20230331
100220,5750,74731260750,23133,132594140,12996741,20230331
005320,1305,74620557720,400324,522875915,57180504,20230331
034300,18640,74560000000,13840,258754330,4000000,20230331
049800,3720,74400000000,63756,236088290,20000000,20230331
119650,2150,74390980400,640826,1397219810,34600456,20230331
006090,7870,74156955930,22492,176382700,9422739,20230331
002920,2855,74080112500,26079,74674955,25947500,20230331
009440,3300,74035434000,104235,344062680,22434980,20230331
28513K,34600,73193843400,6020,208735650,2115429,20230331
002630,617,73165714085,125834,77610308,118583005,20230331
006980,23350,72151500000,2171,50504600,3090000,20230331
014990,1019,72056541905,305228,308107806,70712995,20230331
021820,7200,72000000000,46221,325457090,10000000,20230331
008420,3510,71967302550,121177,425953245,20503505,20230331
357250,3580,71958000000,10803,38571865,20100000,20230331
002410,2885,71640268070,221839,642822665,24831982,20230331
014440,3560,71200000000,30322,107969630,20000000,20230331
023350,6500,71175000000,46906,305387900,10950000,20230331
011420,2545,70113843980,342774,878993965,27549644,20230331
009320,1468,69944878500,71455,104558890,47646375,20230331
026940,3475,69500000000,214345,742496875,20000000,20230331
013700,1526,68902379280,131419,201778176,45152280,20230331
090370,2760,68736941640,60225,165954205,24904689,20230331
019175,31100,68420000000,9885,308147000,2200000,20230331
004870,623,68201160041,753138,466650128,109472167,20230331
041650,3165,67957139250,47953,152308110,21471450,20230331
014130,5600,67200000000,11017,61856820,12000000,20230331
000590,58200,67190852400,2061,119666200,1154482,20230331
090080,1220,66980755980,321890,389826443,54902259,20230331
004440,5220,66460763340,15670,81294860,12731947,20230331
027970,1152,66312572544,37749,43332874,57562997,20230331
020760,1281,65989102221,703551,906963928,51513741,20230331
101140,467,65792982110,647456,304806513,140884330,20230331
120115,23750,65736675000,4257,101041950,2767860,20230331
001620,652,65378006432,70145,45607786,100273016,20230331
000950,38850,65268000000,3883,148680150,1680000,20230331
001140,609,64662955581,653511,401155636,106178909,20230331
017370,3530,64648610620,73725,262261945,18314054,20230331
005360,3385,63967384195,66761,222926435,18897307,20230331
003080,3190,63863800000,16473,52821770,20020000,20230331
072130,4810,63470133740,486522,2403708270,13195454,20230331
004100,1717,63013900000,234886,408705268,36700000,20230331
143210,2870,62747579160,5988,17158665,21863268,20230331
009770,25000,62499275000,448,11186050,2499971,20230331
010660,2835,62370000000,141251,398958245,22000000,20230331
092780,4710,62023446600,33577,157731900,13168460,20230331
019180,3440,61920000000,59669,204641545,18000000,20230331
078935,34500,61576497000,4308,147960050,1784826,20230331
005110,772,61293455696,4998261,3921383555,79395668,20230331
123700,3875,60468979750,133202,524700965,15604898,20230331
012170,706,59721124568,107685,75993155,84590828,20230331
021050,1251,59390712090,122620,152930908,47474590,20230331
023960,1900,59373774500,2286446,4203193747,31249355,20230331
012200,2180,59345767220,38597,85188500,27222829,20230331
000105,50100,59165094000,297,14906850,1180940,20230331
012280,1093,58360193965,1278479,1449722422,53394505,20230331
006200,1235,57801872960,377250,470798394,46803136,20230331
005750,3385,56435532400,12852,42507450,16672240,20230331
001380,1250,56205178750,32701,40695569,44964143,20230331
006805,3980,56021485000,12244,48551930,14075750,20230331
003925,335000,55831770000,2918,893288000,166662,20230331
001275,18590,55770000000,298,5491480,3000000,20230331
145210,3890,54230692280,10929757,41957380465,13941052,20230331
133820,1819,54173350679,25277,45685913,29781941,20230331
005305,69800,54116638000,934,65178500,775310,20230331
007610,3000,54000000000,0,0,18000000,20230331
023150,7230,53346742980,8058,57807740,7378526,20230331
000725,49900,52629180700,3139,157073500,1054693,20230331
006570,3450,52526250000,22678,78002360,15225000,20230331
091090,243,52464010311,21131899,5228303738,215901277,20230331
005820,22700,52163919000,3879,87455650,2297970,20230331
007120,368,51305796032,1586023,579231351,139417924,20230331
000215,30350,51173590250,1582,47908100,1686115,20230331
010770,3420,50019093720,26340,89854680,14625466,20230331
004920,1071,49697997489,782679,815796879,46403359,20230331
025530,3250,48535526000,76929,253106185,14934008,20230331
001020,1019,48470579390,182524,183300134,47566810,20230331
000040,504,48453786360,498106,250033273,96138465,20230331
002690,2385,48416358600,110360,266216775,20300360,20230331
002420,8660,48139623680,5833,49710180,5558848,20230331
003560,198,47974538304,2255567,447599004,242295648,20230331
012600,2490,47713347630,0,0,19161987,20230331
051630,2990,47242000000,26422,80393815,15800000,20230331
37550L,22350,47202104850,4699,106203300,2111951,20230331
010400,6070,46265540000,11321,68271250,7622000,20230331
008775,59700,44887176300,1317,77950200,751879,20230331
155900,2910,44232011640,5905,17164315,15200004,20230331
018500,943,44089901819,269442,257119992,46754933,20230331
145270,906,43543061244,281440,253597740,48060774,20230331
118000,512,43368952320,179749,91571943,84704985,20230331
009310,735,43267552965,406193,296061062,58867419,20230331
000760,15430,43204000000,354,5509330,2800000,20230331
002070,1432,42664993680,1787310,2580514836,29793990,20230331
011090,710,42594065110,183236,129401974,59991641,20230331
008600,627,42156996453,66304,41617030,67236039,20230331
013000,1463,41995460353,89470,129835309,28705031,20230331
084670,14460,41869927740,1343,19408320,2895569,20230331
024070,2730,41841175740,10997,29791040,15326438,20230331
37550K,19680,41601256800,4138,81000080,2113885,20230331
003465,2375,41506509375,1244,2945385,17476425,20230331
044380,700,41439470800,201778,142055288,59199244,20230331
030720,8790,40906945950,35243,310184370,4653805,20230331
001420,5350,40660000000,47098,253903830,7600000,20230331
010640,4065,40650000000,19752,80128810,10000000,20230331
001770,33150,40273205700,7122,236134050,1214878,20230331
084870,1907,39773953833,107478,204890990,20856819,20230331
093240,1245,38787723510,74081,91312974,31154798,20230331
025890,3390,38338388010,60932,207653950,11309259,20230331
006125,28000,38036740000,6409,178858150,1358455,20230331
004365,10020,36966285000,3582,35757500,3689250,20230331
009140,23400,36756649800,4348,100045550,1570797,20230331
005030,496,36172778048,1913630,963466706,72928988,20230331
33626L,11960,35716148000,2076,25059610,2986300,20230331
002820,2800,35302369200,3095,8736135,12607989,20230331
019685,1810,35162851900,22824,41087896,19426990,20230331
002870,1005,35133493500,50060,50600072,34958700,20230331
088790,2810,34978160640,76967,212134330,12447744,20230331
011230,2805,33948073500,54951,156217965,12102700,20230331
003680,5380,33407190700,25435,134438600,6209515,20230331
025620,7360,33008466560,24572,182621230,4484846,20230331
003495,29400,32657343600,2724,80170550,1110794,20230331
003475,2500,32280530000,53703,131902095,12912212,20230331
001465,148800,32049288000,90,13392100,215385,20230331
015020,745,31924442000,95681,70826998,42851600,20230331
014910,1625,31666142625,65579,108285730,19486857,20230331
45014K,12890,31659386800,37044,455626250,2456120,20230331
00499K,39150,31539357450,692,27242100,805603,20230331
010420,1517,31087899204,190127,290473842,20493012,20230331
006380,720,28800000000,2092936,1511561850,40000000,20230331
45226K,9890,28725208300,578594,5564082650,2904470,20230331
001210,934,27817474242,187221,173685243,29783163,20230331
033250,848,27136000000,54310,46192119,32000000,20230331
005257,30550,25844994500,408,12460900,845990,20230331
204210,3285,25711087275,19829,64656995,7826815,20230331
003535,5310,25488000000,8957,47855460,4800000,20230331
019490,2470,23739723280,0,0,9611224,20230331
35320K,11130,23323126470,7715,85334670,2095519,20230331
33637L,11420,21576377000,7699,89468160,1889350,20230331
001685,15110,20704069530,1728,26098450,1370223,20230331
071950,663,20491480230,55312,36756734,30907210,20230331
007815,6700,19863423000,11433,77023290,2964690,20230331
002355,2985,19402500000,16479,49045870,6500000,20230331
030790,904,19208323080,0,0,21248145,20230331
004255,3620,19113600000,40100,143934435,5280000,20230331
010145,166000,19064270000,879,144679400,114845,20230331
000087,16170,18274331460,2644,42462670,1130138,20230331
108675,17200,17756076000,1694,29219830,1032330,20230331
000075,54800,16662378400,36,1979200,304058,20230331
002025,15330,16501058700,2914,44717350,1076390,20230331
003075,21400,15851771800,3883,82626350,740737,20230331
000885,33000,15816702000,1304,42800000,479294,20230331
140910,3540,15799133280,6316,22299500,4463032,20230331
38380K,10720,15707855200,1175,12553320,1465285,20230331
008500,12900,15480000000,0,0,1200000,20230331
18064K,27900,14975771400,1340,37473500,536766,20230331
001795,2300,14910348000,79213,181935750,6482760,20230331
000995,125400,14084426400,16349,2049406000,112316,20230331
000225,6150,13941619500,12170,75788220,2266930,20230331
36328K,10650,13369349700,1669,17880740,1255338,20230331
001067,59000,12149044000,13,765400,205916,20230331
152550,170,11903400000,12285574,2110453902,70020000,20230331
00806K,9750,11820480750,1552,15242900,1212357,20230331
005725,3095,11143857000,598,1847915,3600600,20230331
004105,3300,10890000000,44897,147782905,3300000,20230331
001515,2750,10759413500,2650,7283005,3912514,20230331
145995,28500,10546995000,673,19174500,370070,20230331
001065,31100,10428607500,90,2806650,335325,20230331
004985,13000,9563385000,75268,1002425900,735645,20230331
008355,27650,8513158500,1156,31909850,307890,20230331
26490K,10960,8478217600,5777,62894700,773560,20230331
007575,18540,8251783200,3596,66946570,445080,20230331
084695,8990,8212203180,3316,29459900,913482,20230331
004835,5780,8045760000,13708,81246990,1392000,20230331
00781K,10080,7899685920,13268,134753020,783699,20230331
014825,29150,7698835650,490,14300900,264111,20230331
009415,5480,7135738160,2457,13300950,1302142,20230331
005965,29450,6647807400,3261,98889300,225732,20230331
001755,12580,6604500000,124,1552020,525000,20230331
006345,2490,6526788000,1582,3943145,2621200,20230331
090355,14010,6488395260,1611,22505110,463126,20230331
004545,17380,6363860800,727,12562620,366160,20230331
005745,10560,6343666560,2559,26921400,600726,20230331
014285,10620,6264472500,5607,59397070,589875,20230331
000145,13180,6205275800,316,4163040,470810,20230331
002995,20450,5976839700,856,17546150,292266,20230331
012205,5020,5868776580,834,4191970,1169079,20230331
001745,51100,5807412800,2619,138812000,113648,20230331
000325,21800,5309586200,2044,43846700,243559,20230331
011155,25800,5160000000,198,5016000,200000,20230331
004565,46900,5152058800,357,16780450,109852,20230331
014915,8570,5142000000,23,197110,600000,20230331
004415,2200,4893900000,11505,25299765,2224500,20230331
000545,6210,4769280000,123,763830,768000,20230331
000227,14260,4642485600,432,6165600,325560,20230331
002785,5220,4474677960,2777,14508180,857218,20230331
001527,13180,4066939420,297,3912880,308569,20230331
001525,6400,3953478400,25,160000,617731,20230331
002787,12980,3826607840,176,2283010,294808,20230331
000547,19100,2933760000,343,6425860,153600,20230331
005930,65500,391020757025000,19699481,1288159418828,5969782550,20230428
373220,581000,135954000000000,316880,183868381000,234000000,20230428
000660,89500,65156211667500,3737493,336529892700,728002365,20230428
207940,781000,55586894000000,51554,40277366000,71174000,20230428
051910,740000,52238333820000,257164,189764736000,70592343,20230428
006400,691000,47516290230000,545959,378233787000,68764530,20230428
005935,55700,45834789190000,1214204,67323101300,822886700,20230428
005380,197500,41777472435000,1056770,209364721900,211531506,20230428
000270,84500,34253202821500,1648678,140123214000,405363347,20230428
005490,377000,31883353710000,1523535,586875475000,84571230,20230428
035420,192300,31546639045500,902999,173345453500,164049085,20230428
003670,335000,25950178700000,1703251,577545436000,77463220,20230428
035720,58100,25892657000700,3124682,180988526200,445656747,20230428
068270,160600,23500790398800,468091,75884075100,146331198,20230428
012330,217500,20507007945000,296733,64780807000,94285094,20230428
028260,109600,20482824077600,367406,40014478000,186887081,20230428
105560,49500,19973798064000,2432073,118645874300,403511072,20230428
066570,109300,17886706070200,808675,88402264800,163647814,20230428
055550,34950,17653538545050,2038028,71360554600,505108399,20230428
096770,173100,16005789128400,757228,132886181100,92465564,20230428
003550,87400,13748106788200,202180,17601792700,157300993,20230428
032830,66300,13260000000000,231732,15296129500,200000000,20230428
086790,41950,12413150818200,1861719,77805296323,295903476,20230428
015760,18680,11991888958360,1136666,21223194120,641964077,20230428
034730,162500,11894728462500,142967,23256451000,73198329,20230428
033780,85800,11779696242600,226635,19345371600,137292497,20230428
352820,270000,11244076290000,248614,67258509500,41644727,20230428
009150,143900,10748422854400,488987,70174970800,74693696,20230428
034020,16690,10690965526740,7092891,119749904340,640561146,20230428
000810,225000,10659338325000,141115,31597697000,47374837,20230428
323410,22000,10488877014000,1043073,23094116950,476767137,20230428
017670,47700,10438340968800,457308,21757683050,218833144,20230428
010130,513000,10189800054000,110420,56724531000,19863158,20230428
011200,20400,9976405718400,1598388,32403627750,489039496,20230428
051900,623000,9730136731000,118337,72481302000,15618197,20230428
329180,109600,9729533513600,264837,29070812900,88773116,20230428
138040,45900,9557199682200,907419,41332291300,208217858,20230428
259960,192100,9458483409000,123134,23625403400,49237290,20230428
018260,117300,9076415940000,161051,18783766700,77377800,20230428
316140,11730,8540150239770,2574135,30050599470,728060549,20230428
003490,22850,8413842103850,818438,18553527700,368220661,20230428
010950,74600,8398676283200,397253,29375181200,112582792,20230428
036570,377000,8276666294000,113844,42753925500,21954022,20230428
009830,47950,8242247101200,5114731,249440932500,171892536,20230428
024110,10060,8022104242140,1173036,11773459920,797425869,20230428
030200,30000,7833354240000,708465,21311123450,261111808,20230428
377300,54500,7297820810500,485325,27187627700,133904969,20230428
090430,123300,7212157184700,255241,31306418500,58492759,20230428
011170,168100,7190547933900,103336,17423124500,42775419,20230428
011070,264500,6259949801500,146324,38654414500,23667107,20230428
086280,163700,6138750000000,107683,17615335400,37500000,20230428
402340,42450,6005298388950,745538,31394206700,141467571,20230428
009540,84800,6001560236800,248846,21121043500,70773116,20230428
005830,84000,5947200000000,140428,11749578700,70800000,20230428
271560,144900,5728785526800,119171,17096612310,39536132,20230428
028050,29100,5703600000000,1224844,35544431900,196000000,20230428
251270,64800,5569786929600,209167,13619525700,85953502,20230428
361610,77300,5511303861600,310120,23994197900,71297592,20230428
302440,70400,5405596838400,310376,21787861900,76784046,20230428
326030,69000,5403614250000,112075,7711991300,78313250,20230428
383220,141000,5401297575000,94892,13315882900,38307075,20230428
005070,174500,5348556922000,1007615,181016723700,30650756,20230428
047810,54800,5341635863600,1614771,88263678600,97475107,20230428
034220,14840,5309984988000,1629766,24419216440,357815700,20230428
012450,102700,5199701000000,1931998,201664884800,50630000,20230428
241560,51200,5132757299200,549607,28292409200,100249166,20230428
088980,12430,5032230149210,499871,6203042420,404845547,20230428
010140,5680,4998400000000,14219155,82643282730,880000000,20230428
018880,9170,4894946000000,655084,5998371000,533800000,20230428
004020,36450,4864098863250,637086,23043000200,133445785,20230428
032640,11020,4811457198220,798039,8790076320,436611361,20230428
047050,26800,4714730718400,2133420,57451704600,175922788,20230428
267250,59200,4676390632000,166714,9793533600,78993085,20230428
097950,309500,4659270567000,27579,8498177000,15054186,20230428
000720,41000,4565586365000,504340,20692318100,111355765,20230428
000100,57600,4414386643200,151580,8707420800,76638657,20230428
161390,34500,4273689880500,209363,7192867700,123875069,20230428
006800,6940,4200895871520,894333,6148252980,605316408,20230428
128940,323000,4057577034000,61700,19927253500,12562158,20230428
035250,18900,4043475450000,412888,7793519485,213940500,20230428
005387,110700,3998550087900,140163,15557454900,36120597,20230428
011780,136400,3998472156800,73194,9967735000,29314312,20230428
001570,66800,3877742471600,2535635,173995576300,58050037,20230428
011790,99400,3764108821200,264416,26321847271,37868298,20230428
078930,39700,3688740506600,175404,6929319050,92915378,20230428
021240,49050,3619871311950,142493,6971570850,73799619,20230428
064350,32900,3590781439700,6291237,207958869500,109142293,20230428
029780,29800,3452594951800,81060,2413281850,115858891,20230428
307950,122800,3367664989600,51104,6228561400,27423982,20230428
001450,37550,3356970000000,251709,9356997100,89400000,20230428
282330,186600,3225176859600,38997,7157947300,17283906,20230428
008770,81500,3198721861500,437178,35491687300,39248121,20230428
112610,75400,3179723786200,445019,33641619300,42171403,20230428
005940,9350,3101076361350,736457,6803801180,331665921,20230428
071050,55100,3070502159200,301962,16392661800,55725992,20230428
008930,43800,3064113972000,146758,6431329550,69956940,20230428
016360,33850,3022805000000,318545,10698676500,89300000,20230428
002790,36600,3017969388000,236795,8615452850,82458180,20230428
051915,390000,2998632000000,91103,35158342000,7688800,20230428
003410,5850,2947578630750,383626,2244998210,503859595,20230428
004990,28000,2937458636000,166776,4630566150,104909237,20230428
010620,73400,2931753736600,443951,32594644300,39942149,20230428
028670,5440,2908058145280,2885827,15685062070,534569512,20230428
042660,26950,2891483529550,834122,22696459900,107290669,20230428
006260,89600,2885120000000,286134,25680943200,32200000,20230428
010060,119800,2857154645800,0,0,23849371,20230428
007070,26600,2785496725200,138881,3700599100,104717922,20230428
020150,60200,2775872267000,307294,18718815200,46110835,20230428
139480,97600,2720679934400,42466,4132546100,27875819,20230428
052690,70300,2686866000000,257054,18216259600,38220000,20230428
000990,60500,2686114574000,899389,54839780800,44398588,20230428
272210,14140,2671320160460,743001,10608582050,188919389,20230428
001040,91500,2669695317000,196444,17996052800,29176998,20230428
180640,39550,2640429031800,74003,2944851700,66761796,20230428
003620,13820,2583732251680,43756080,636595604540,186956024,20230428
005385,106000,2555990614000,86157,9163196800,24113119,20230428
014680,222000,2516413290000,96171,21249721500,11335195,20230428
036460,26800,2473988400000,288791,7729337750,92313000,20230428
039490,93700,2456768368100,317616,29494495900,26219513,20230428
004370,396500,2411767553000,12578,4990999500,6082642,20230428
006040,46450,2321694789250,31846,1484110350,49982665,20230428
023530,79800,2257442649000,61364,4882825000,28288755,20230428
081660,36650,2226568936300,161934,5899210950,60752222,20230428
012750,58400,2219151995200,93139,5398813700,37999178,20230428
137310,20800,2172608942400,540296,11224354150,104452353,20230428
204320,46250,2171766800000,226812,10495953700,46957120,20230428
138930,6640,2164210033440,852474,5640075530,325935246,20230428
088350,2480,2153954400000,1614727,3952227220,868530000,20230428
030000,18490,2127112250250,364321,6730381170,115041225,20230428
005420,58200,2037478869600,2686588,162648763500,35008228,20230428
000880,27100,2031381718500,577556,15982857300,74958735,20230428
004170,206000,2028107286000,77682,15960998500,9845181,20230428
042700,20550,2000322656100,2207396,46385209750,97339302,20230428
002380,222000,1972796562000,27265,6073006000,8886471,20230428
042670,9860,1968090046580,8475434,84318046690,199603453,20230428
336260,29900,1958262407400,507785,15376775000,65493726,20230428
111770,44150,1956351312200,58880,2585139050,44311468,20230428
026960,19210,1915237000000,72911,1396610320,99700000,20230428
010120,63200,1896000000000,294186,18751770100,30000000,20230428
001440,1492,1856753729428,0,0,1244473009,20230428
007310,462000,1851617460000,3300,1517471000,4007830,20230428
006360,21600,1848560184000,943070,20427825050,85581490,20230428
267260,50600,1823985031000,343105,17247894350,36047135,20230428
000120,77100,1758831722400,45457,3491427500,22812344,20230428
047040,4215,1751849419170,1765231,7436750945,415622638,20230428
298050,388500,1740459798000,20768,8108751500,4479948,20230428
079550,78300,1722600000000,834568,66911326600,22000000,20230428
108320,105100,1709377930000,106224,11196435600,16264300,20230428
175330,8360,1646776993840,475329,3957582290,196982894,20230428
298020,377000,1631536114000,17656,6661802500,4327682,20230428
051600,35700,1606500000000,122123,4382549700,45000000,20230428
145720,143900,1592804637000,52314,7585107000,11068830,20230428
004000,61300,1581540000000,75754,4627325400,25800000,20230428
000080,22250,1560472844750,194655,4303703350,70133611,20230428
000150,93200,1540021422000,101123,9436738500,16523835,20230428
011210,56000,1522924648000,246183,13818882200,27195083,20230428
006280,123600,1444456096800,24034,2984426600,11686538,20230428
005300,155600,1443794350400,29052,4497156700,9278884,20230428
005850,31000,1439904120000,142535,4424502100,46448520,20230428
336370,40300,1414981158500,135790,5540390450,35111195,20230428
004800,65900,1388580547500,16235,1068788200,21071025,20230428
017800,33500,1367308898500,146592,4868753100,40815191,20230428
375500,35200,1362015529600,476338,16651899000,38693623,20230428
267270,67900,1337683844700,417442,28169442900,19700793,20230428
073240,4500,1292671291500,980764,4374835225,287260287,20230428
069620,110400,1279157880000,166498,18716632900,11586575,20230428
093370,13470,1270922840880,1067437,14517645640,94352104,20230428
014820,42900,1243725997800,128885,5629936800,28991282,20230428
285130,71300,1230194727900,47124,3372471000,17253783,20230428
248070,24400,1220135444400,6284675,156267831400,50005551,20230428
069960,51700,1209906199700,88805,4562644900,23402441,20230428
000240,12610,1197133376400,80291,1013051070,94935240,20230428
103140,42400,1188229387200,403727,17158071050,28024278,20230428
120110,42750,1176441140250,205510,8861809450,27519091,20230428
005950,41500,1160321076000,0,0,27959544,20230428
139130,6850,1158648956050,493139,3365219270,169145833,20230428
010780,37050,1144571052300,87446,3243457850,30892606,20230428
001230,11940,1139466879780,352480,4218955850,95432737,20230428
001120,29250,1133730000000,265116,7728569550,38760000,20230428
114090,18320,1133195874400,413157,7518137980,61855670,20230428
018670,120600,1113167426400,3584,430269700,9230244,20230428
001740,4660,1098726714900,645645,3011962685,235778265,20230428
089590,14070,1083301513770,156117,2191137770,76993711,20230428
006110,73600,1082797017600,240651,18253791900,14711916,20230428
271940,29650,1076686083500,60806,1801158150,36313190,20230428
009420,20500,1070933079000,266207,5440094000,52240638,20230428
003690,7570,1066029648230,196819,1468860690,140822939,20230428
353200,21550,1064934733750,456916,9844961850,49416925,20230428
185750,84700,1064548900800,19305,1630346900,12568464,20230428
000670,571000,1051804840000,2832,1594874000,1842040,20230428
009240,44650,1050789885200,24963,1112144500,23533928,20230428
100090,19590,1042873885080,346740,6775334900,53235012,20230428
001800,16560,1037408188320,65213,1077272340,62645422,20230428
000210,49450,1036268463800,98239,4834049100,20955884,20230428
002710,39200,1018002988800,959677,38728449100,25969464,20230428
280360,105900,999121386600,8965,942636300,9434574,20230428
395400,4930,969011609470,53321,262252610,196554079,20230428
178920,32650,958810413300,84497,2773296950,29366322,20230428
008730,38600,957280000000,49663,1919273050,24800000,20230428
019170,18050,956379069500,232146,4190136210,52984990,20230428
089860,26000,952485638000,24670,640353350,36634063,20230428
020560,12800,952470579200,162749,2081210760,74411764,20230428
181710,27150,948530916300,22395,600911500,34936682,20230428
009900,18020,945511796660,255099,4631846330,52470133,20230428
006650,145000,942500000000,37521,5455198500,6500000,20230428
016380,9420,942083809740,9150209,93326190410,100008897,20230428
069260,22750,929987877000,149757,3400280450,40878588,20230428
161890,40450,925543731000,87337,3518844800,22881180,20230428
012510,30450,925155772800,71941,2194114500,30382784,20230428
009970,64700,882222802400,17343,1122912222,13635592,20230428
039130,55000,882155175000,48567,2659362500,16039185,20230428
003230,116400,876842946000,42922,5002030300,7533015,20230428
192820,77200,876182094800,131794,10023990600,11349509,20230428
330590,3605,875902826820,168929,607102030,242968884,20230428
348950,4415,871415040000,254102,1105730730,197376000,20230428
003090,14930,868059761400,89608,1346446920,58141980,20230428
300720,12480,864384019200,45461,567198000,69261540,20230428
023590,19140,858747049380,110667,2113715550,44866617,20230428
066575,49100,843832207200,25413,1244827550,17185992,20230428
007700,21300,833136017100,78730,1689634850,39114367,20230428
001430,23150,830208054850,110665,2588813100,35862119,20230428
272450,15840,826848000000,122986,1944296800,52200000,20230428
192080,45300,824041292100,24131,1088884350,18190757,20230428
002840,169000,819650000000,732,123697400,4850000,20230428
032350,10920,805488236280,302710,3309577080,73762659,20230428
002350,8230,803806627710,68326,560783520,97667877,20230428
365550,3760,801214640000,293660,1109099080,213089000,20230428
214320,40000,800000000000,13147,523927800,20000000,20230428
294870,12050,794183326500,227991,2741282850,65907330,20230428
195870,46650,793050000000,123054,5797868100,17000000,20230428
003240,698000,777153200000,686,478419000,1113400,20230428
004490,53600,750400000000,117376,6274308900,14000000,20230428
007340,74200,741555171000,16703,1245697200,9994005,20230428
161000,15150,737027941350,8104138,132399898870,48648709,20230428
344820,45950,733845026400,90228,4110940950,15970512,20230428
005250,15600,733640076000,35722,559098920,47028210,20230428
298040,78500,731977018000,85460,6739617100,9324548,20230428
079160,15290,729745279560,111911,1688723390,47726964,20230428
074610,12020,728307762560,4650059,57242516700,60591328,20230428
268280,140000,714000000000,913,127609700,5100000,20230428
031430,19580,699006000000,123853,2393357600,35700000,20230428
064960,47700,697523587200,67844,3229496850,14623136,20230428
381970,14310,688118287230,169103,2406810790,48086533,20230428
003540,13430,681886762000,42300,563219790,50773400,20230428
105630,16940,677600000000,182095,3110879070,40000000,20230428
001680,19440,673557606000,125854,2425132230,34648025,20230428
033240,30950,671133046600,141151,4466157100,21684428,20230428
034120,36200,660743468400,42158,1533570700,18252582,20230428
010050,755,660023571530,1251398,947926687,874203406,20230428
005880,2060,657505567600,593260,1206740505,319177460,20230428
383800,8520,649911478800,135534,1154613350,76280690,20230428
192650,9620,648909240460,159519,1525578420,67454183,20230428
000070,75600,647458887600,11727,883408700,8564271,20230428
017390,127900,639500000000,2199913,274739256200,5000000,20230428
025540,61300,638439500000,17306,1068248700,10415000,20230428
082640,3950,637366410750,118235,462488955,161358585,20230428
006220,19780,635507149720,1268788,26638445780,32128774,20230428
