date,open,high,low,close,volume
2023-08-10,2800.0,3320.0,2010.0,2030.0,47075462
2023-08-11,2030.0,2035.0,2005.0,2020.0,2585414
2023-08-14,2020.0,2020.0,2005.0,2005.0,682281
2023-08-16,2005.0,2010.0,2000.0,2000.0,316773
2023-08-17,2005.0,2015.0,2000.0,2005.0,338139
2023-08-18,2005.0,2015.0,2000.0,2015.0,233204
2023-08-21,2005.0,2010.0,2000.0,2000.0,157751
2023-08-22,2000.0,2010.0,2000.0,2005.0,109348
2023-08-23,2000.0,2010.0,2000.0,2005.0,58416
2023-08-24,2010.0,2010.0,2000.0,2010.0,100296
2023-08-25,2005.0,2010.0,2000.0,2005.0,38356
2023-08-28,2005.0,2010.0,2000.0,2005.0,77012
2023-08-29,2005.0,2010.0,2005.0,2005.0,58307
2023-08-30,2010.0,2010.0,2005.0,2010.0,89847
2023-08-31,2010.0,2010.0,2000.0,2005.0,83506
2023-09-01,2005.0,2010.0,2000.0,2005.0,50064
2023-09-04,2005.0,2010.0,2000.0,2010.0,82418
2023-09-05,2005.0,2010.0,2000.0,2010.0,35945
2023-09-06,2005.0,2010.0,2000.0,2010.0,51649
2023-09-07,2010.0,2010.0,2005.0,2010.0,37888
2023-09-08,2005.0,2015.0,2005.0,2010.0,34478
2023-09-11,2010.0,2015.0,2005.0,2010.0,22858
2023-09-12,2010.0,2015.0,2005.0,2010.0,56348
2023-09-13,2015.0,2015.0,2005.0,2010.0,21081
2023-09-14,2005.0,2015.0,2005.0,2010.0,32230
2023-09-15,2005.0,2015.0,2005.0,2015.0,29998
2023-09-18,2010.0,2015.0,2005.0,2010.0,25659
2023-09-19,2005.0,2010.0,2000.0,2010.0,22312
2023-09-20,2000.0,2010.0,2000.0,2005.0,16994
2023-09-21,2005.0,2010.0,2000.0,2005.0,24348
2023-09-22,2005.0,2010.0,2000.0,2005.0,36812
2023-09-25,2005.0,2010.0,1997.0,1998.0,22581
2023-09-26,2005.0,2010.0,1999.0,2010.0,41827
2023-09-27,2005.0,2010.0,2000.0,2010.0,10380
2023-10-04,2000.0,2005.0,1988.0,1999.0,59589
2023-10-05,1999.0,2000.0,1970.0,1999.0,25095
2023-10-06,1995.0,1999.0,1993.0,1999.0,14090
2023-10-10,1996.0,2000.0,1993.0,2000.0,37477
2023-10-11,2000.0,2005.0,1994.0,2000.0,22029
2023-10-12,2000.0,2000.0,1997.0,2000.0,21620
2023-10-13,1995.0,2005.0,1995.0,1995.0,19722
2023-10-16,2000.0,2005.0,2000.0,2000.0,19034
2023-10-17,2000.0,2010.0,1998.0,2010.0,24539
2023-10-18,2005.0,2010.0,1999.0,2000.0,7818
2023-10-19,1998.0,2010.0,1998.0,2000.0,4194
2023-10-20,1998.0,2005.0,1995.0,2005.0,19002
2023-10-23,1997.0,2005.0,1997.0,2000.0,3681
2023-10-24,1996.0,2005.0,1996.0,2005.0,8265
2023-10-25,2000.0,2010.0,1998.0,2010.0,30504
2023-10-26,2000.0,2010.0,2000.0,2005.0,7629
2023-10-27,1998.0,2010.0,1998.0,2005.0,9320
2023-10-30,2010.0,2010.0,2000.0,2005.0,22471
2023-10-31,2005.0,2010.0,2000.0,2010.0,9706
2023-11-01,2010.0,2010.0,2000.0,2010.0,5811
2023-11-02,2000.0,2010.0,2000.0,2005.0,2903
2023-11-03,2005.0,2010.0,1998.0,2000.0,13159
2023-11-06,2000.0,2005.0,1995.0,2005.0,12905
2023-11-07,2000.0,2005.0,1999.0,2005.0,3808
2023-11-08,2000.0,2000.0,1991.0,1996.0,13437
2023-11-09,1991.0,2005.0,1991.0,1999.0,8459
2023-11-10,1998.0,2000.0,1996.0,2000.0,6218
2023-11-13,1995.0,2005.0,1995.0,2000.0,27092
2023-11-14,1999.0,1999.0,1995.0,1999.0,4466
2023-11-15,1997.0,2000.0,1992.0,2000.0,29027
2023-11-16,1996.0,1999.0,1992.0,1997.0,16554
2023-11-17,2000.0,2000.0,1994.0,1995.0,13388
2023-11-20,1995.0,1999.0,1993.0,1999.0,11416
2023-11-21,1992.0,2000.0,1992.0,1997.0,5439
2023-11-22,1996.0,1996.0,1993.0,1994.0,2071
2023-11-23,1993.0,1998.0,1991.0,1997.0,6858
2023-11-24,1998.0,1998.0,1993.0,1997.0,14064
2023-11-27,1998.0,2000.0,1994.0,1999.0,7858
2023-11-28,2005.0,2005.0,1993.0,1995.0,7543
2023-11-29,2000.0,2010.0,1994.0,2010.0,19652
2023-11-30,2000.0,2010.0,1999.0,2005.0,2559
2023-12-01,2000.0,2005.0,2000.0,2005.0,1541
2023-12-04,1998.0,2005.0,1998.0,2000.0,4428
2023-12-05,2010.0,2010.0,1996.0,1996.0,2349
2023-12-06,1996.0,2000.0,1991.0,1998.0,17476
2023-12-07,2005.0,2005.0,1998.0,1999.0,3033
2023-12-08,1999.0,2005.0,1996.0,1996.0,14191
2023-12-11,2000.0,2000.0,1994.0,1997.0,3344
2023-12-12,2005.0,2005.0,1995.0,2000.0,6719
2023-12-13,1999.0,2000.0,1995.0,1996.0,9964
2023-12-14,1993.0,2010.0,1990.0,1999.0,36068
2023-12-15,2005.0,2005.0,1994.0,1999.0,254
2023-12-18,2000.0,2000.0,1995.0,1999.0,1092
2023-12-19,1999.0,2000.0,1991.0,2000.0,9125
2023-12-20,2000.0,2005.0,1997.0,2000.0,31632
2023-12-21,2005.0,2005.0,1994.0,1999.0,1898
2023-12-22,1995.0,2000.0,1995.0,1998.0,3490
2023-12-26,1999.0,1999.0,1992.0,1995.0,2573
2023-12-27,2000.0,2000.0,1996.0,1999.0,15294
2023-12-28,2005.0,2005.0,1990.0,2005.0,42655
2024-01-02,2005.0,2005.0,1999.0,2005.0,9392
2024-01-03,2005.0,2005.0,1999.0,2000.0,9589
2024-01-04,2000.0,2005.0,1999.0,2005.0,6973
2024-01-05,2005.0,2005.0,2000.0,2005.0,5381
2024-01-08,2010.0,2015.0,2000.0,2015.0,18875
2024-01-09,2015.0,2020.0,2010.0,2015.0,41143
2024-01-10,2010.0,2020.0,2010.0,2015.0,54979
2024-01-11,2020.0,2025.0,2015.0,2020.0,22586
2024-01-12,2025.0,2030.0,2015.0,2030.0,46882
2024-01-15,2030.0,2040.0,2025.0,2035.0,47089
2024-01-16,2035.0,2035.0,2020.0,2025.0,20133
2024-01-17,2030.0,2030.0,2020.0,2025.0,17892
2024-01-18,2020.0,2035.0,2020.0,2025.0,73662
2024-01-19,2025.0,2040.0,2020.0,2040.0,62308
2024-01-22,2040.0,2040.0,2030.0,2040.0,21598
2024-01-23,2040.0,2045.0,2035.0,2035.0,49632
2024-01-24,2025.0,2040.0,2025.0,2035.0,2460
2024-01-25,2035.0,2040.0,2030.0,2040.0,2753
2024-01-26,2040.0,2040.0,2030.0,2040.0,27315
2024-01-29,2030.0,2045.0,2030.0,2040.0,16245
2024-01-30,2040.0,2050.0,2040.0,2045.0,23305
2024-01-31,2045.0,2055.0,2035.0,2055.0,43048
2024-02-01,2055.0,2055.0,2045.0,2055.0,25582
2024-02-02,2050.0,2055.0,2035.0,2050.0,23015
2024-02-05,2050.0,2060.0,2045.0,2060.0,29191
2024-02-06,2060.0,2060.0,2050.0,2060.0,19263
2024-02-07,2060.0,2065.0,2050.0,2065.0,10285
2024-02-08,2065.0,2080.0,2060.0,2075.0,24017
2024-02-13,2075.0,2080.0,2065.0,2070.0,25360
2024-02-14,2070.0,2120.0,2070.0,2075.0,39153
2024-02-15,2090.0,2105.0,2075.0,2100.0,21231
2024-02-16,2110.0,2120.0,2095.0,2115.0,65457
2024-02-19,2115.0,2130.0,2100.0,2125.0,48269
2024-02-20,2125.0,2145.0,2125.0,2140.0,35004
2024-02-21,2135.0,2160.0,2135.0,2145.0,47802
2024-02-22,2145.0,2165.0,2135.0,2155.0,19266
2024-02-23,2170.0,2170.0,2150.0,2160.0,27186
2024-02-26,2160.0,2160.0,2140.0,2155.0,25082
2024-02-27,2155.0,2155.0,2145.0,2155.0,12862
2024-02-28,2155.0,2160.0,2150.0,2160.0,7944
2024-02-29,2170.0,2170.0,2135.0,2165.0,14100
2024-03-04,2165.0,2165.0,2135.0,2140.0,10364
2024-03-05,2120.0,2155.0,2110.0,2115.0,25019
2024-03-06,2105.0,2120.0,2095.0,2120.0,8037
2024-03-07,2095.0,2120.0,2085.0,2090.0,6582
2024-03-08,2085.0,2100.0,2080.0,2095.0,2728
2024-03-11,2095.0,2110.0,2080.0,2110.0,11362
2024-03-12,2090.0,2110.0,2085.0,2095.0,6689
2024-03-13,2100.0,2100.0,2085.0,2100.0,467
2024-03-14,2125.0,2125.0,2090.0,2105.0,719
2024-03-15,2115.0,2115.0,2105.0,2110.0,405
2024-03-18,2110.0,2110.0,2095.0,2095.0,2956
2024-03-19,2115.0,2115.0,2085.0,2095.0,372
2024-03-20,2115.0,2130.0,2075.0,2125.0,63377
2024-03-21,2090.0,2130.0,2090.0,2105.0,499
2024-03-22,2130.0,2130.0,2095.0,2120.0,1976
2024-03-25,2120.0,2130.0,2110.0,2130.0,2769
2024-03-26,2135.0,2135.0,2115.0,2120.0,31
2024-03-27,2130.0,2130.0,2100.0,2120.0,6414
2024-03-28,2130.0,2130.0,2095.0,2100.0,4829
2024-03-29,2115.0,2115.0,2095.0,2115.0,452
2024-04-01,2100.0,2110.0,2095.0,2095.0,2063
2024-04-02,2080.0,2095.0,2075.0,2090.0,2494
2024-04-03,2080.0,2090.0,2070.0,2075.0,2361
2024-04-04,2080.0,2115.0,2080.0,2100.0,30635
2024-04-05,2090.0,2100.0,2090.0,2100.0,23439
2024-04-08,2105.0,2105.0,2070.0,2075.0,20919
2024-04-09,2075.0,2100.0,2075.0,2075.0,5188
2024-04-11,2075.0,2095.0,2075.0,2090.0,2293
2024-04-12,2075.0,2110.0,2070.0,2110.0,10710
2024-04-15,2115.0,2135.0,2090.0,2130.0,17889
2024-04-16,2110.0,2120.0,2105.0,2110.0,6683
2024-04-17,2100.0,2110.0,2100.0,2110.0,7219
2024-04-18,2110.0,2120.0,2100.0,2105.0,3586
2024-04-19,2100.0,2120.0,2090.0,2090.0,12824
